,accuracy,f1,iou,model,pr_auc,precision,recall
0,0.99676513671875,0.9982518587743772,0.996509818878258,carb96558_SoilB-2_Urna_22,0.9999904794491967,0.9979419005957222,0.9985620095572749
0,0.9965744018554688,0.9981542559678372,0.9963153129248538,carb96558,0.9999896544263389,0.9980763012369767,0.9982322228769545
0,0.9964955647786459,0.9981030257977478,0.9962132349910278,carb96558_soilB-2,0.9999885428569939,0.9980315827726327,0.9981744790519406
0,0.9962387084960938,0.9979591583287453,0.9959266297612163,carb96558_Urna_22,0.9999868329296098,0.9982994089341767,0.9976191395796664
0,0.9955698649088541,0.9975694560716158,0.995150698583347,SoilB-2,0.9999843308045824,0.999052606868181,0.9960907023918325
0,0.9951883951822916,0.9974312115937621,0.9948755867209442,SoilB-2_Urna_22,0.9999899091297364,0.9996434908505056,0.9952287025647417
0,0.9946034749348959,0.9971039414783274,0.9942246088274759,Urna_22,0.9999882020717624,0.9997181186747747,0.9945034003234254
